"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
159421;10;101;31;"2021-07-05";"réseaux sociaux";"qualité produit";"1"
159422;6;87;29;"2021-03-24";"email";"livraison";"1"
159423;8;111;54;"2021-10-09";"réseaux sociaux";"drive";""
159424;10;25;11;"2021-05-20";"réseaux sociaux";"expérience en magasin";""
159425;8;69;80;"2021-06-28";"réseaux sociaux";"expérience en magasin";""
159426;9;16;4;"2021-12-07";"email";"expérience en magasin";"1"
159427;9;119;76;"2021-08-08";"réseaux sociaux";"qualité produit";""
159428;6;144;4;"2021-11-01";"téléphone";"expérience en magasin";"1"
159429;9;50;3;"2021-04-03";"email";"drive";"1"
159430;6;83;74;"2021-03-30";"téléphone";"qualité produit";"1"
159431;8;44;5;"2021-05-10";"téléphone";"expérience en magasin";"1"
159432;9;131;79;"2021-01-07";"email";"service après-vente";"1"
159433;9;122;57;"2021-04-02";"réseaux sociaux";"livraison";""
159434;9;101;36;"2021-09-16";"téléphone";"service après-vente";"0"
159435;9;103;42;"2021-01-14";"email";"qualité produit";"1"
159436;7;29;6;"2021-05-17";"réseaux sociaux";"drive";""
159437;9;102;20;"2021-01-12";"email";"service après-vente";"1"
159438;10;78;72;"2021-12-14";"email";"service après-vente";"1"
159439;8;56;19;"2021-02-09";"réseaux sociaux";"expérience en magasin";"1"
159440;9;44;27;"2021-11-28";"téléphone";"qualité produit";"1"
159441;5;10;14;"2021-09-18";"email";"service après-vente";"1"
159442;8;110;15;"2021-01-27";"réseaux sociaux";"expérience en magasin";"1"
159443;8;139;46;"2021-04-21";"réseaux sociaux";"service après-vente";""
159444;10;58;5;"2021-06-19";"réseaux sociaux";"qualité produit";""
159445;9;100;42;"2021-02-15";"téléphone";"livraison";"1"
159446;5;52;1;"2021-03-01";"téléphone";"drive";"1"
159447;8;100;36;"2021-05-14";"téléphone";"expérience en magasin";"1"
159448;9;111;14;"2021-08-11";"téléphone";"drive";"1"
159449;6;26;54;"2021-10-07";"réseaux sociaux";"livraison";""
159450;5;44;18;"2021-04-14";"email";"expérience en magasin";"1"
159451;9;24;16;"2021-09-15";"téléphone";"qualité produit";"1"
159452;9;99;69;"2021-02-17";"réseaux sociaux";"qualité produit";"1"
159453;8;20;73;"2021-12-07";"email";"qualité produit";"1"
159454;6;140;58;"2021-05-13";"email";"expérience en magasin";"1"
159455;6;9;26;"2021-11-30";"email";"service après-vente";"1"
159456;8;87;51;"2021-09-14";"réseaux sociaux";"expérience en magasin";"1"
159457;8;58;47;"2021-05-06";"téléphone";"service après-vente";"1"
159458;9;118;56;"2021-10-31";"téléphone";"livraison";"1"
159459;10;103;70;"2021-03-01";"téléphone";"service après-vente";"1"
159460;5;40;69;"2021-06-30";"email";"expérience en magasin";"1"
159461;9;83;73;"2021-09-01";"email";"service après-vente";"1"
159462;6;140;79;"2021-07-27";"téléphone";"drive";"1"
159463;9;112;79;"2021-06-24";"téléphone";"livraison";"1"
159464;5;32;26;"2021-01-11";"email";"qualité produit";"1"
159465;9;44;83;"2021-06-30";"téléphone";"livraison";"1"
159466;6;22;36;"2021-10-21";"email";"qualité produit";"1"
159467;6;76;54;"2021-01-23";"email";"drive";"1"
159468;10;69;59;"2021-12-22";"téléphone";"livraison";"1"
159469;10;125;2;"2021-01-07";"téléphone";"service après-vente";"1"
159470;7;82;32;"2021-10-26";"téléphone";"service après-vente";"1"
159471;8;6;60;"2021-07-09";"téléphone";"drive";"1"
159472;9;124;36;"2021-01-02";"réseaux sociaux";"livraison";"1"
159473;10;69;38;"2021-10-25";"email";"livraison";"1"
159474;9;82;71;"2021-06-14";"email";"livraison";"1"
159475;8;81;17;"2021-11-03";"réseaux sociaux";"qualité produit";""
159476;4;49;38;"2021-08-12";"email";"livraison";"0"
159477;9;8;47;"2021-03-27";"téléphone";"qualité produit";"1"
159478;6;136;56;"2021-06-11";"réseaux sociaux";"qualité produit";""
159479;8;41;19;"2021-03-17";"email";"drive";"1"
159480;8;133;15;"2021-08-19";"email";"drive";"1"
159481;10;129;30;"2021-01-26";"email";"qualité produit";"1"
159482;6;22;71;"2021-10-05";"téléphone";"drive";"1"
159483;8;54;27;"2021-07-22";"réseaux sociaux";"service après-vente";""
159484;5;54;66;"2021-11-13";"email";"drive";"1"
159485;4;45;80;"2021-03-01";"email";"expérience en magasin";"0"
159486;10;18;26;"2021-05-17";"email";"service après-vente";"1"
159487;10;107;16;"2021-03-05";"téléphone";"drive";"1"
159488;5;66;51;"2021-05-03";"réseaux sociaux";"livraison";""
159489;8;108;53;"2021-07-17";"réseaux sociaux";"drive";"1"
159490;7;74;62;"2021-04-12";"téléphone";"service après-vente";"1"
159491;8;108;44;"2021-02-25";"téléphone";"drive";"1"
159492;6;91;63;"2021-03-17";"téléphone";"livraison";"1"
159493;7;24;36;"2021-01-11";"réseaux sociaux";"drive";""
159494;7;91;71;"2021-01-22";"email";"livraison";"1"
159495;5;67;66;"2021-09-17";"réseaux sociaux";"expérience en magasin";""
159496;8;22;83;"2021-02-11";"email";"livraison";"1"
159497;5;103;52;"2021-06-28";"téléphone";"livraison";"1"
159498;6;14;67;"2021-09-09";"réseaux sociaux";"qualité produit";""
159499;10;108;71;"2021-06-25";"téléphone";"drive";"1"
159500;9;72;46;"2021-01-04";"email";"drive";"1"
159501;8;140;78;"2021-02-03";"email";"qualité produit";"1"
159502;10;128;3;"2021-02-08";"réseaux sociaux";"service après-vente";"1"
159503;4;28;33;"2021-01-31";"téléphone";"livraison";"0"
159504;5;62;43;"2021-02-17";"réseaux sociaux";"drive";""
159505;8;74;25;"2021-12-13";"réseaux sociaux";"livraison";""
159506;10;58;58;"2021-03-06";"réseaux sociaux";"livraison";"1"
159507;10;110;67;"2021-02-12";"téléphone";"service après-vente";"0"
159508;7;19;11;"2021-08-12";"réseaux sociaux";"drive";""
159509;7;46;47;"2021-07-13";"téléphone";"service après-vente";"0"
159510;4;30;19;"2021-10-25";"téléphone";"expérience en magasin";"1"
159511;4;135;57;"2021-05-19";"réseaux sociaux";"service après-vente";""
159512;7;9;26;"2021-06-12";"téléphone";"expérience en magasin";"0"
159513;7;36;81;"2021-06-07";"téléphone";"qualité produit";"1"
159514;8;4;73;"2021-12-12";"réseaux sociaux";"drive";"1"
159515;5;118;58;"2021-07-09";"réseaux sociaux";"service après-vente";""
159516;10;63;66;"2021-07-16";"téléphone";"drive";"1"
159517;10;1;24;"2021-10-07";"email";"service après-vente";"1"
159518;8;137;39;"2021-04-25";"email";"expérience en magasin";"1"
159519;10;63;51;"2021-12-01";"réseaux sociaux";"livraison";"1"
159520;6;9;67;"2021-01-08";"réseaux sociaux";"drive";""
159521;6;116;49;"2021-06-14";"email";"service après-vente";"1"
159522;7;93;73;"2021-06-20";"téléphone";"livraison";"1"
159523;8;127;72;"2021-12-22";"email";"expérience en magasin";"1"
159524;9;76;29;"2021-03-20";"téléphone";"drive";"1"
159525;6;1;52;"2021-07-12";"téléphone";"service après-vente";"1"
159526;10;11;75;"2021-07-08";"réseaux sociaux";"livraison";"1"
159527;9;21;71;"2021-05-24";"email";"drive";"1"
159528;7;138;72;"2021-02-21";"réseaux sociaux";"expérience en magasin";""
159529;7;55;42;"2021-03-18";"email";"expérience en magasin";"0"
159530;9;80;19;"2021-08-02";"téléphone";"drive";"1"
159531;6;54;31;"2021-02-28";"réseaux sociaux";"service après-vente";""
159532;6;69;6;"2021-10-28";"email";"drive";"1"
159533;7;61;38;"2021-12-03";"email";"expérience en magasin";"1"
159534;6;31;72;"2021-11-07";"réseaux sociaux";"qualité produit";""
159535;6;34;43;"2021-02-16";"email";"qualité produit";"1"
159536;9;62;5;"2021-05-12";"réseaux sociaux";"livraison";""
159537;7;25;59;"2021-04-26";"téléphone";"expérience en magasin";"1"
159538;6;68;50;"2021-09-19";"email";"qualité produit";"0"
159539;7;21;5;"2021-08-16";"réseaux sociaux";"drive";""
159540;8;121;3;"2021-08-18";"email";"expérience en magasin";"1"
159541;8;101;80;"2021-08-28";"téléphone";"expérience en magasin";"1"
159542;7;41;24;"2021-11-02";"téléphone";"livraison";"1"
159543;10;89;35;"2021-03-25";"email";"drive";"1"
159544;7;60;54;"2021-01-17";"email";"livraison";"0"
159545;5;140;65;"2021-01-20";"email";"service après-vente";"1"
159546;5;115;74;"2021-12-08";"email";"qualité produit";"1"
159547;10;106;5;"2021-08-13";"réseaux sociaux";"livraison";"1"
159548;9;82;9;"2021-09-05";"réseaux sociaux";"service après-vente";"1"
159549;10;113;69;"2021-12-16";"email";"service après-vente";"0"
159550;7;113;26;"2021-04-22";"email";"expérience en magasin";"1"
159551;7;99;61;"2021-10-27";"téléphone";"drive";"1"
159552;10;138;74;"2021-09-11";"téléphone";"qualité produit";"1"
159553;8;103;31;"2021-05-05";"réseaux sociaux";"qualité produit";"1"
159554;10;60;5;"2021-02-07";"réseaux sociaux";"qualité produit";"1"
159555;9;89;41;"2021-07-20";"email";"livraison";"1"
159556;9;120;8;"2021-02-18";"réseaux sociaux";"qualité produit";"1"
159557;10;112;83;"2021-10-26";"téléphone";"expérience en magasin";"1"
159558;10;79;9;"2021-09-28";"téléphone";"qualité produit";"1"
159559;6;1;50;"2021-10-18";"téléphone";"drive";"1"
159560;7;96;9;"2021-06-27";"réseaux sociaux";"service après-vente";""
159561;9;132;54;"2021-04-29";"email";"livraison";"1"
159562;9;120;67;"2021-03-10";"réseaux sociaux";"qualité produit";"1"
159563;8;103;38;"2021-11-28";"réseaux sociaux";"livraison";""
159564;7;56;58;"2021-09-18";"email";"service après-vente";"1"
159565;8;43;35;"2021-03-27";"téléphone";"drive";"1"
159566;9;121;81;"2021-12-15";"téléphone";"livraison";"1"
159567;7;32;67;"2021-11-14";"réseaux sociaux";"drive";""
159568;4;102;65;"2021-03-16";"email";"expérience en magasin";"0"
159569;9;17;16;"2021-06-29";"téléphone";"service après-vente";"1"
159570;10;105;4;"2021-07-31";"email";"expérience en magasin";"1"
159571;6;4;19;"2021-05-14";"téléphone";"expérience en magasin";"1"
159572;10;61;10;"2021-05-01";"réseaux sociaux";"expérience en magasin";"1"
159573;10;36;54;"2021-06-01";"email";"service après-vente";"1"
159574;6;88;18;"2021-02-22";"téléphone";"expérience en magasin";"1"
159575;8;108;50;"2021-02-11";"téléphone";"service après-vente";"1"
159576;10;30;28;"2021-01-07";"email";"livraison";"1"
159577;5;50;5;"2021-05-14";"téléphone";"expérience en magasin";"1"
159578;10;10;24;"2021-10-18";"téléphone";"drive";"1"
159579;8;77;17;"2021-05-14";"email";"qualité produit";"1"
159580;8;17;63;"2021-11-04";"email";"qualité produit";"1"
159581;4;131;60;"2021-07-12";"téléphone";"drive";"1"
159582;6;42;9;"2021-05-29";"téléphone";"service après-vente";"1"
159583;8;79;31;"2021-02-05";"téléphone";"livraison";"0"
159584;5;131;35;"2021-01-18";"réseaux sociaux";"drive";""
159585;10;32;17;"2021-01-06";"téléphone";"qualité produit";"1"
159586;7;73;30;"2021-05-03";"email";"qualité produit";"1"
159587;6;63;66;"2021-12-07";"email";"livraison";"1"
159588;9;7;44;"2021-11-10";"réseaux sociaux";"livraison";""
159589;10;50;31;"2021-08-09";"téléphone";"livraison";"1"
159590;6;81;27;"2021-07-18";"téléphone";"drive";"1"
159591;8;101;79;"2021-05-18";"email";"livraison";"1"
159592;9;19;18;"2021-12-24";"email";"qualité produit";"0"
159593;9;48;51;"2021-01-07";"réseaux sociaux";"livraison";"1"
159594;6;116;15;"2021-08-12";"réseaux sociaux";"livraison";""
159595;7;7;27;"2021-09-07";"téléphone";"livraison";"1"
159596;10;70;48;"2021-09-02";"réseaux sociaux";"livraison";"1"
159597;5;111;8;"2021-10-03";"réseaux sociaux";"expérience en magasin";""
159598;8;91;55;"2021-08-19";"email";"drive";"1"
159599;6;112;25;"2021-02-02";"réseaux sociaux";"livraison";""
159600;8;126;80;"2021-03-12";"email";"expérience en magasin";"1"
159601;10;127;39;"2021-06-15";"téléphone";"drive";"0"
159602;6;13;15;"2021-02-24";"réseaux sociaux";"qualité produit";""
159603;9;36;67;"2021-09-06";"réseaux sociaux";"drive";"1"
159604;7;17;54;"2021-03-04";"email";"qualité produit";"1"
159605;10;11;52;"2021-08-18";"réseaux sociaux";"drive";""
159606;8;34;23;"2021-05-07";"email";"qualité produit";"1"
159607;9;130;59;"2021-08-04";"téléphone";"service après-vente";"1"
159608;8;7;6;"2021-05-09";"téléphone";"drive";"1"
159609;8;6;2;"2021-10-23";"email";"qualité produit";"0"
159610;10;132;3;"2021-02-04";"email";"drive";"1"
159611;7;39;61;"2021-09-23";"email";"drive";"1"
159612;10;15;31;"2021-10-09";"réseaux sociaux";"expérience en magasin";""
159613;9;114;25;"2021-08-05";"téléphone";"qualité produit";"1"
159614;10;18;29;"2021-08-08";"réseaux sociaux";"expérience en magasin";""
159615;7;53;13;"2021-01-31";"email";"qualité produit";"1"
159616;8;126;35;"2021-06-02";"réseaux sociaux";"expérience en magasin";"1"
159617;5;110;81;"2021-10-14";"téléphone";"livraison";"1"
159618;6;112;58;"2021-06-15";"téléphone";"expérience en magasin";"1"
159619;9;32;45;"2021-10-12";"téléphone";"service après-vente";"1"
159620;10;106;6;"2021-10-25";"téléphone";"service après-vente";"1"
159621;10;32;75;"2021-08-28";"réseaux sociaux";"service après-vente";"1"
159622;9;48;57;"2021-01-05";"réseaux sociaux";"drive";"1"
159623;7;125;29;"2021-06-13";"téléphone";"drive";"1"
159624;9;20;56;"2021-10-09";"téléphone";"qualité produit";"1"
159625;10;33;28;"2021-05-15";"réseaux sociaux";"expérience en magasin";""
159626;6;27;36;"2021-02-16";"réseaux sociaux";"livraison";""
159627;8;54;24;"2021-08-11";"réseaux sociaux";"livraison";"1"
159628;9;19;21;"2021-05-25";"réseaux sociaux";"livraison";"1"
159629;4;20;74;"2021-09-27";"email";"qualité produit";"1"
159630;2;94;55;"2021-07-31";"email";"drive";"0"
159631;10;118;64;"2021-01-15";"réseaux sociaux";"service après-vente";"1"
159632;2;33;24;"2021-07-28";"réseaux sociaux";"livraison";""
159633;5;134;18;"2021-03-06";"email";"expérience en magasin";"1"
159634;10;120;59;"2021-03-26";"réseaux sociaux";"expérience en magasin";""
159635;10;83;9;"2021-11-16";"téléphone";"qualité produit";"1"
159636;9;62;82;"2021-03-24";"téléphone";"expérience en magasin";"1"
159637;10;88;44;"2021-03-19";"réseaux sociaux";"expérience en magasin";""
159638;5;115;29;"2021-12-11";"téléphone";"qualité produit";"1"
159639;10;39;2;"2021-12-14";"téléphone";"service après-vente";"1"
159640;6;134;27;"2021-03-18";"téléphone";"qualité produit";"1"
159641;6;124;2;"2021-11-08";"réseaux sociaux";"expérience en magasin";""
159642;6;1;76;"2021-06-16";"téléphone";"qualité produit";"1"
159643;4;142;44;"2021-08-28";"réseaux sociaux";"drive";""
159644;10;86;77;"2021-08-08";"réseaux sociaux";"drive";"1"
159645;8;38;50;"2021-03-22";"téléphone";"livraison";"1"
159646;2;70;82;"2021-09-22";"réseaux sociaux";"drive";""
159647;10;115;33;"2021-12-07";"téléphone";"qualité produit";"1"
159648;5;32;26;"2021-01-27";"téléphone";"drive";"1"
159649;8;74;28;"2021-05-18";"email";"qualité produit";"1"
159650;8;71;69;"2021-04-11";"téléphone";"service après-vente";"1"
159651;10;77;70;"2021-06-11";"téléphone";"qualité produit";"1"
159652;10;20;28;"2021-10-07";"réseaux sociaux";"qualité produit";""
159653;2;23;13;"2021-01-01";"réseaux sociaux";"livraison";""
159654;7;135;73;"2021-07-28";"email";"service après-vente";"1"
159655;8;21;77;"2021-02-28";"téléphone";"service après-vente";"1"
159656;6;80;53;"2021-10-29";"réseaux sociaux";"qualité produit";""
159657;5;15;24;"2021-10-07";"téléphone";"drive";"1"
159658;8;45;25;"2021-08-23";"réseaux sociaux";"livraison";"1"
159659;4;35;18;"2021-10-14";"email";"livraison";"1"
159660;9;44;61;"2021-05-16";"téléphone";"service après-vente";"0"
159661;2;62;22;"2021-10-29";"téléphone";"expérience en magasin";"1"
159662;6;34;34;"2021-05-01";"email";"qualité produit";"1"
159663;2;132;20;"2021-01-23";"téléphone";"expérience en magasin";"1"
159664;7;90;44;"2021-01-10";"réseaux sociaux";"drive";""
159665;8;120;61;"2021-02-09";"email";"expérience en magasin";"1"
159666;5;98;66;"2021-07-23";"email";"livraison";"1"
159667;9;41;42;"2021-03-29";"téléphone";"drive";"1"
159668;6;109;38;"2021-03-11";"réseaux sociaux";"qualité produit";""
159669;7;105;66;"2021-04-16";"téléphone";"livraison";"1"
159670;8;102;37;"2021-08-14";"réseaux sociaux";"livraison";"1"
159671;9;116;83;"2021-09-11";"réseaux sociaux";"drive";""
159672;6;34;71;"2021-10-06";"réseaux sociaux";"drive";""
159673;5;7;59;"2021-09-10";"email";"service après-vente";"1"
159674;6;138;80;"2021-10-11";"réseaux sociaux";"livraison";""
159675;10;4;74;"2021-10-05";"téléphone";"expérience en magasin";"1"
159676;9;42;58;"2021-12-22";"téléphone";"qualité produit";"1"
159677;6;121;47;"2021-10-20";"téléphone";"expérience en magasin";"1"
159678;2;89;83;"2021-11-20";"email";"service après-vente";"1"
159679;10;32;36;"2021-08-08";"téléphone";"qualité produit";"1"
159680;5;93;62;"2021-11-11";"téléphone";"drive";"1"
159681;8;97;44;"2021-12-05";"réseaux sociaux";"qualité produit";"1"
159682;6;26;36;"2021-12-13";"réseaux sociaux";"drive";""
159683;9;134;51;"2021-12-09";"email";"drive";"1"
159684;8;121;83;"2021-06-17";"email";"expérience en magasin";"1"
159685;9;126;19;"2021-07-25";"téléphone";"livraison";"1"
159686;7;87;80;"2021-06-14";"email";"livraison";"1"
159687;10;138;83;"2021-06-14";"réseaux sociaux";"qualité produit";"1"
159688;9;2;55;"2021-06-25";"email";"qualité produit";"1"
159689;10;135;83;"2021-05-09";"téléphone";"qualité produit";"1"
159690;5;96;37;"2021-01-07";"réseaux sociaux";"drive";""
159691;5;117;6;"2021-06-01";"email";"qualité produit";"1"
159692;9;45;75;"2021-04-26";"email";"expérience en magasin";"1"
159693;6;103;12;"2021-10-06";"email";"expérience en magasin";"1"
159694;0;144;44;"2021-09-29";"email";"qualité produit";"0"
159695;8;138;69;"2021-12-20";"téléphone";"service après-vente";"1"
159696;8;59;55;"2021-12-21";"réseaux sociaux";"livraison";"1"
159697;8;44;60;"2021-06-09";"réseaux sociaux";"drive";""
159698;8;14;78;"2021-06-04";"email";"livraison";"0"
159699;8;98;2;"2021-01-19";"téléphone";"drive";"1"
159700;8;123;42;"2021-02-04";"email";"qualité produit";"1"
159701;8;85;75;"2021-10-09";"réseaux sociaux";"drive";""
159702;7;51;56;"2021-09-25";"téléphone";"drive";"1"
159703;5;38;64;"2021-02-22";"email";"drive";"1"
159704;8;123;79;"2021-09-14";"réseaux sociaux";"qualité produit";"1"
159705;8;97;32;"2021-03-31";"téléphone";"service après-vente";"1"
159706;3;56;63;"2021-07-20";"réseaux sociaux";"drive";""
159707;4;139;42;"2021-08-26";"email";"drive";"0"
159708;3;140;22;"2021-01-22";"email";"qualité produit";"0"
159709;2;49;22;"2021-04-23";"email";"service après-vente";"0"
159710;9;135;9;"2021-11-24";"réseaux sociaux";"qualité produit";""
159711;10;55;50;"2021-07-28";"email";"qualité produit";"1"
159712;9;83;32;"2021-03-03";"email";"livraison";"1"
159713;4;99;5;"2021-06-29";"réseaux sociaux";"expérience en magasin";""
159714;4;82;56;"2021-09-06";"email";"drive";"0"
159715;10;134;45;"2021-10-29";"email";"drive";"1"
159716;6;1;63;"2021-03-31";"réseaux sociaux";"livraison";""
159717;5;15;6;"2021-07-28";"réseaux sociaux";"livraison";""
159718;2;74;4;"2021-03-15";"réseaux sociaux";"livraison";""
159719;0;104;14;"2021-12-20";"email";"livraison";"0"
159720;6;117;60;"2021-02-01";"réseaux sociaux";"service après-vente";""
